id,conversationid,actor,conversant,dialoguetext,sequence,conditionstring,userscript,isgroup,hascheck,hasalts
154,460,387,3,Open the door.,"AudioPlay(plaza/coupris_kineema/kineema_dooropen,0.5)@0.85;PlayAnimation(Kineema,DoorOpen);PlayAnimation(Tequila Sunset,KineemaDoorOpen);HideActualHeld();",,,0,0,0
155,460,0,0,0,Continue(),,,1,0,0
156,460,387,3,"""What *are* those things?""",0,,"SetVariableValue(""plaza.kineema_spinners_explained"", true) --[[ Variable[ ]]",0,0,0
157,460,3,78,"""They're spinner hubcaps -- frivolous things you put on your wheels. When the wheels come to a stop,"" he makes a spinning motion with his hands, ""the caps keep on spinning. There's no real use for them, it's just for vanity.""",0,,,0,0,0
158,460,387,3,"""Thanks. I appreciate your help."" (Take the spinners.)",0,,"SetVariableValue(""plaza.kineema_got_spinners"", true) ;--[[ Variable[ ]]",0,0,0
159,460,0,0,0,Continue(),,,1,0,0
160,460,3,78,The lieutenant nods as you take the spinners.,0,,"FinishTask(""TASK.help_kim_with_money_plan_done""); GainItem(""radiant_spinners""); GainTask(""TASK.take_spinners_to_pawnshop"")--[[ Variable[ ]]",0,0,0
161,460,387,3,"""You said something about a pawnshop?""",0,"Variable[""canal.kim_okays_pawnshop""] == false  and  Variable[""tc.pawnshop""] == false",,0,0,0
162,460,387,3,"""I need to report a dead body on the Martinaise boardwalk.""",0,"(IsTaskActive(""TASK.report_to_the_station_corpse_boardwalk"")  or  IsTaskActive(""TASK.call_station_about_dead_body_wo_taking_main_case""))--[[ Variable[ ]]",,0,0,0
163,460,387,3,"""Connect me to Jamrock Public Library.""",0,"IsTaskActive(""TASK.call_jamrock_library"")--[[ Variable[ ]]",,0,0,0
164,460,78,3,"""Hold on, officer.""",0,,,0,0,0
165,460,78,3,"""...""",0,,,0,0,0
166,460,78,3,"""...""",0,,,0,0,0
167,460,78,3,"""...""",0,,,0,0,0
168,460,78,3,"""I've got Central Jamrock Public Library on the line and I've already introduced you to their librarian. Connecting the call in 2... 1...""",0,,,0,0,0
169,460,132,3,"""Yes, this is Central Jamrock Public Library here."" A male librarian answers the call. ""How can I help you, officer?""",0,,,0,0,0
170,460,0,0,0,Continue(),,,1,0,0
171,460,78,3,0,Continue(),,,1,0,0
172,460,78,3,0,Continue(),"IsHourBetween(10,17)",,1,0,0
173,460,78,3,0,Continue(),"(IsHourBetween(10,17)) == false",,1,0,0
174,460,78,3,"""I'm afraid they're closed. It says here that the library is open from 10 AM to 6 PM.""",0,,,0,0,0
175,460,0,0,0,Continue(),,,1,0,0
176,460,0,0,0,Continue(),,,1,0,0
177,460,0,0,0,Continue(),,,1,0,0
178,460,0,0,0,Continue(),,,1,0,0
179,460,387,3,"""Could you connect me to the 41st Precinct? I have something I need to report.""",0,"Variable[""plaza.kineema_57th_hub""] == false  and  IsTaskActive(""TASK.report_badge"")",,0,0,0
180,460,387,3,"""I was told I need to connect to my station... the 41st lazareth.""",0,"Variable[""TASK.call_station_lazareth""]",,0,0,1
181,460,0,0,0,Continue(),,,1,0,0
182,460,387,3,"""Have you heard back from the ICP about the serial number?""",0,"Variable[""plaza.serial_number_2""] == false  and  Variable[""plaza.serial_number_1""]",,0,0,0
183,460,387,3,"""Could you run a serial number from a pair of armoured boots for me?""",0,"Variable[""TASK.run_serial_number""]  and  Variable[""plaza.serial_number_1""] == false",,0,0,0
184,460,387,3,"""Did you find out more about the owner of the armoured boots?""",0,"Variable[""plaza.serial_number_2""]  and  Variable[""plaza.serial_number_3""] == false",,0,0,0
185,460,79,3,"In the cabin you see a set of steering levers, a radio on a hook, a pull-out toolbox and the soft glow of the fuel pre-heater gauge.",0,,,0,0,0
186,460,78,3,"""Yes, hello? Who is this?"" There's a pause. ""My records show this channel is used by Lieutenant Kim Kitsuragi.""",0,,,0,0,0
187,460,78,3,"""Who is this?"" There's a pause. ""My records show this channel is used by Lieutenant Kim Kitsuragi.""",0,,,0,0,0
188,460,387,3,"""Yes, I know Kim! He's my partner.""",0,,,0,0,0
189,460,387,3,"""This is... Harry. I guess. Lieutenant Kitsuragi is my partner on a case.""",0,"Variable[""tc.harry""]",,0,0,0
190,460,78,3,"""Oh. Do you have permission to call from the lieutenant's vehicle?"" Her voice doesn't sound very friendly. ""Where is he?""",0,,,0,0,0
191,460,387,3,"""Lieutenant Harrier Du Bois, reporting in. I'm on a case with Lieutenant Kitsuragi.""",0,"Variable[""tc.name_full_harrier""]",,0,0,0
192,460,387,3,"""Uh, the name's Mr. Costeau. Raphaël to friends. Kim's my friend.""",0,"Variable[""tc.raphael_ambrosius_costeau""]",,0,0,0
193,460,0,0,0,0,,,1,0,0
194,460,387,3,"""I prefer to be called Tequila Sunset. Kim's my partner. We're solving a case.""",0,"Variable[""tc.prefer_tequila""]",,0,0,0
195,460,78,3,"""From the 41st Precinct. Where is Lieutenant Kitsuragi?""",0,,,0,0,0
196,460,78,3,"""Mr. Harry, do you have permission to call from the lieutenant's vehicle? Where is he?""",0,,,0,0,0
197,460,78,3,"""Right... Mr. Sunset."" Her voice does not sound friendly. ""Do you have permission to call from the lieutenant's vehicle? Where is he?""",0,,,0,0,0
198,460,78,3,"""Mr. Costeau... if that is your real name, unauthorized use of a police officer's radio is a *major* crime. I will have to alert my colleagues.""",0,,,0,0,0
199,460,387,3,"""He's resting. It's been rough around here. Listen, I need assistance.""",0,,,0,0,0
200,460,387,3,"""He's investigating a lead on his own. Listen, I need help.""",0,,,0,0,0
201,460,0,0,0,Continue(),,,1,0,0
202,460,78,3,"""Affirmative, Lieutenant Du Bois."" There's a pause, tense with anticipation.",0,,,0,0,0
203,460,0,0,0,0,,,1,0,0
204,460,387,3,"""No, wait! We're solving a murder case in Martinaise.""",0,,,0,0,0
205,460,387,3,Hang up quickly.,0,,,0,0,0
206,460,0,0,0,Continue(),,,1,0,0
207,460,78,3,"Her voice does not sound friendly. ""Where is the lieutenant?""",0,,,0,0,0
208,460,387,3,"""I don't know, it's not like we're joined by the hip. Anyway, I need assistance.""",0,,,0,0,0
209,460,78,3,"""I'll contact him later for a full report."" Her voice hasn't become any friendlier. ""For now, I'm Officer Alice de Mettrie, how can I help you?""",0,,,0,0,0
210,460,78,3,"""Why aren't you using your own radio to contact your precinct?""",0,,,0,0,0
211,460,387,3,"""That's one of the things I may need help with."" (Cough.)",0,,,0,0,0
212,460,387,3,"""Reasons... uh, for one, I don't know where my radio is.""",0,,,0,0,0
213,460,387,3,"""It's a long story. Bad shit has gone down.""",0,,,0,0,0
214,460,78,3,"""A-ha. Sounds like trouble."" She seems to sigh. ""Alright. Next time, have Lieutenant Kitsuragi with you.""",0,,,0,0,0
215,460,78,3,"""That is a pretty big problem, yes."" She seems to sigh. ""Alright. Next time, have Lieutenant Kitsuragi with you.""",0,,,0,0,0
216,460,78,3,"There's a pause. ""Alright. Next time, have Lieutenant Kitsuragi with you.""",0,,,0,0,0
217,460,0,0,0,Continue(),,,1,0,0
218,460,78,3,0,Continue(),,,1,0,0
219,460,78,3,0,Continue(),"Variable[""plaza.kineema_ignition_hub_reached""]",,1,0,0
220,460,78,3,0,Continue(),"(Variable[""plaza.kineema_ignition_hub_reached""]) == false",,1,0,0
221,460,78,3,0,Continue(),,"SetVariableValue(""plaza.kineema_left_after_ignition"", true) --[[ Variable[ ]]; ",1,0,0
222,460,78,3,0,Continue(),,,1,0,0
223,460,78,3,0,Continue(),"Variable[""plaza.kineema_kim_on""]",,1,0,0
224,460,78,3,0,Continue(),"(Variable[""plaza.kineema_kim_on""]) == false",,1,0,0
225,460,0,0,0,Continue(),,,1,0,0
226,460,387,3,Take the red-tipped prybar.,0,"CheckItem(""prybar"") == false",,0,0,0
227,460,387,3,"""Kim, what are we looking at? What is this machine?""",0,"IsKimHere()  and  Variable[""whirling.kineema_TH_check_success""] == false",,0,0,1
228,460,3,78,"""This is the Coupris Kineema, my motor carriage. You can use the toolbox and the radio if you'd like."" He nods at the cabin.",0,,,0,0,0
229,460,0,0,0,0,,,1,0,0
230,460,410,3,But this is different -- this is a sports model.,0,,"SetVariableValue(""plaza.kineema_interfacing_sportsmodel"", true) --[[ Variable[ ]]",0,0,0
231,460,387,3,"""This must be what woke me up when you arrived in Martinaise. The infernal noise.""",0,"Variable[""plaza.kineema_logic_recognize_kinema""] == true  or  Variable[""whirling.kineema_TH_check_success""] == true",,0,0,0
232,460,3,78,"""Yes, it's my patrol vehicle. You can use the toolbox and the radio if you'd like."" He nods at the cabin.",0,,,0,0,0
233,460,387,3,"""Do all policemen in the RCM have such *cool* motor carriages?""",0,,,0,0,0
234,460,3,78,"""Yes, sorry about that... the Coupris Kineema does have a rather... distinctive engine sound.""",0,,"SetVariableValue(""plaza.kineema_knows_it_woke_you_from_kineema_talk"", true) ; XPPicoSetBool(""XP.kineema_woke_me_up"")--[[ Variable[ ]]",0,0,0
235,460,395,3,He says it with very badly concealed pride.,0,,,0,0,0
236,460,387,3,"(Squint your eyes) ""Okay, but what *is* a motor carriage?""",0,"Variable[""plaza.kineema_logic_recognize_kinema""] == false  and  Variable[""whirling.kineema_TH_check_success""] == false",,0,0,0
237,460,3,78,"""The Coupris MotorCorp does provide most of our patrol vehicles, yes.""",0,,,0,0,0
238,460,387,3,"""I might be wrong, but this one is a *sports model*, right?""",0,,,0,0,0
239,460,3,78,"""You're right."" A vainglorious smile spreads over his face as he pats his machine. ""I didn't take you for a motorcar enthusiast. Do you also like TipTop, detective?""",0,,,0,0,0
240,460,0,0,0,Continue(),,,1,0,0
241,460,387,3,"""Can we turn it on and drive somewhere?""",0,,,0,0,0
242,460,387,3,Look around the cabin again.,0,,,0,0,0
243,460,3,78,"""No, I'm afraid not."" He straightens his spine. ""We have a murder case on our hands, remember?""",0,,,0,0,0
244,460,391,3,"The TipTop Tournée is an interisolary racing series, mostly known for its high speeds, ludicrous sponsorship deals, and high death toll. In Revachol it's held quadrennially on the prestigious Zéro Carrousel racing circuit.",0,,"SetVariableValue(""plaza.kineema_encyclo_titoptournee"", true) --[[ Variable[ ]]",0,0,0
245,460,78,3,0,Continue(),,,1,0,0
246,460,78,3,0,Continue(),"Variable[""plaza.kineema_encyclo_titoptournee""]",,1,0,0
247,460,78,3,0,Continue(),"(Variable[""plaza.kineema_encyclo_titoptournee""]) == false",,1,0,0
248,460,3,78,"""An interisolary racing series. You should definitely give it a go if you like motor carriages -- it has fantastic competition."" He smiles again.",0,,,0,0,0
249,460,387,3,"""What's TipTop?""",0,,"ReputationGrows(""torque_dork"")",0,0,0
250,460,387,3,"""I'm pretty sure I like neither motorcars or any 'TipTops'.""",0,,,0,0,0
251,460,387,3,"""TipTop? Adore it!""",0,,"ReputationGrows(""torque_dork"")",0,0,0
252,460,387,3,"""No, I don't care about motorcars, I just know about random things.""",0,,,0,0,0
253,460,3,78,"""Oh."" He looks visibly disappointed. ""I guess it's not for everyone.""",0,,,0,0,0
254,460,3,78,"""Really?"" the lieutenant looks at you. ""Well, I'm not indifferent on the matter either."" He adjusts his glasses, visibly pleased to have found a fellow fan.",0,,"ReputationGrows(""kim"")",0,0,0
255,460,0,0,0,Continue(),,,1,0,0
256,460,0,0,0,Continue(),,,1,0,0
257,460,78,3,0,Continue(),,,1,0,0
258,460,78,3,0,Continue(),"Variable[""whirling.kineema_TH_check_success""]",,1,0,0
259,460,78,3,0,Continue(),"(Variable[""whirling.kineema_TH_check_success""]) == false",,1,0,0
260,460,78,3,0,Continue(),,,1,0,0
261,460,78,3,0,Continue(),"Variable[""plaza.kineema_interfacing_sportsmodel""]",,1,0,0
262,460,78,3,0,Continue(),"(Variable[""plaza.kineema_interfacing_sportsmodel""]) == false",,1,0,0
263,460,0,0,0,Continue(),,,1,0,0
264,460,0,0,0,Continue(),,,1,0,0
265,460,396,3,"Nothing. Nothing. It's probably nothing, forget I brought it up. Please proceed with the carefree lollygagging.",0,,,0,0,0
266,460,396,3,"Motor carriage, motor carriage... Something bad with a motor carriage.... A dark lump rises in your throat.",0,,"SetVariableValue(""backyard.kineema_something_bad_motorcarriage"", true) --[[ Variable[ ]]",0,0,0
267,460,387,3,What is this sinking feeling I have with the words *motor carriage*?,0,"Variable[""backyard.kineema_something_bad_motorcarriage""] == true",,0,0,0
268,460,0,0,0,Continue(),,,1,0,0
269,460,79,3,The radio DJ stops. For a moment it seems like he has ran out of things to say...,0,,,0,0,0
270,460,387,3,Turn the radio back to PRIMELINE.,0,,,0,0,0
271,460,414,3,"Turn it off, this isn't music!",0,,,0,0,0
272,460,395,3,He's still avoiding your gaze -- and his ears glow red.,0,,,0,0,0
273,460,3,78,"""But seriously, let's quit joking around, alright? We have a case to investigate."" He turns back to the cabin.",0,,,0,0,0
274,460,406,3,The entirety of Martinaise is watching you!,0,,,0,0,0
275,460,416,3,"A flock of seagulls takes off nearby, startled by the roaring radio.",0,,,0,0,0
276,460,387,3,"""I feel deprived of human contact.""",0,,,0,0,0
277,460,78,3,0,Continue(),,,1,0,0
278,460,78,3,0,Continue(),IsKimHere(),,1,0,0
279,460,78,3,0,Continue(),(IsKimHere()) == false,,1,0,0
280,460,3,78,"""We should try again during business hours.""",0,,,0,0,0
281,460,78,3,"""Anything else, detective?""",0,,,0,0,0
282,460,387,3,"""Do you like to party, Alice?""",0,"Variable[""plaza.kineema_elechtrochem_aliiz""] == true",,0,0,0
283,460,78,3,"""Now, how can I help you in your *investigation*?""",0,,,0,0,0
284,460,79,3,The soft purr of electrical kittens -- radio waves cast far and wide over the metropolis. A woman's voice greets you through the static:,0,,,0,0,0
285,460,387,3,"""Hi, Alice, I'm a policeman too. Nice to meet you.""",0,,,0,0,0
286,460,387,3,"""Operating a radio is easy."" (Speak into the microphone:) ""Come in Delta-Ten, this is Firewalker, copy!""",0,,"SetVariableValue(""plaza.kineema_i_am_firewalker"", true) --[[ Variable[ ]]",0,0,0
287,460,387,3,"""Hello... hello... hello...."" (Mimic echo.) ""Is there anybody out there?""",0,,,0,0,0
288,460,0,0,0,0,,,1,0,0
289,460,0,0,0,Continue(),,,1,0,0
290,460,78,3,0,Continue(),,,1,0,0
291,460,78,3,0,Continue(),DayCount() <2  or  IsMorning()  or  IsAfternoon(),,1,0,0
292,460,78,3,0,Continue(),(DayCount() <2  or  IsMorning()  or  IsAfternoon()) == false,,1,0,0
293,460,79,3,"As you tap on the gauge, the indicator pin jerks as if startled. It's in the large orange sector, indicating the engine is warm. Next to the gauge is a red switch labelled HEAT.","AudioPlay(plaza/coupris_kineema/indicator-07,1)",,,0,0,0
294,460,79,3,"As you tap on the gauge, the indicator pin jerks as if startled. It's in the small blue sector, indicating the engine is cold. Next to the gauge is a red switch labelled HEAT.","AudioPlay(plaza/coupris_kineema/indicator-07,1)",,,0,0,0
295,460,78,3,0,Continue(),,,1,0,0
296,460,78,3,0,Continue(),IsKimHere(),,1,0,0
297,460,78,3,0,Continue(),(IsKimHere()) == false,,1,0,0
298,460,3,78,"""There's no use pressing the HEAT button,"" he says and jingles his keys. ""It won't start without the ignition key.""",0,,,0,0,1
299,460,395,3,He's downplaying his excitement -- the lieutenant is more than happy to show off his precious carriage.,0,,,0,0,0
300,460,79,3,The dashboard lights up with orange glow. The rounds per minute gauge jumps and the engine of the Coupris Kineema comes to life with a whiny growl.,"AudioPlay(plaza/coupris_kineema/kineema-ignition-01,1)",,,0,0,0
301,460,414,3,"Like a leopard, waking from its sleep. Yawning and roaring at the same time.",0,,,0,0,0
302,460,78,3,0,Continue(),,,1,0,0
303,460,78,3,0,Continue(),"Variable[""plaza.kineema_shivers_where_too""]",,1,0,0
304,460,78,3,0,Continue(),"(Variable[""plaza.kineema_shivers_where_too""]) == false",,1,0,0
305,460,403,3,That sound. You feel the wind in your hair as if you're already driving -- but where?,0,,"SetVariableValue(""plaza.kineema_shivers_where_too"", true) --[[ Variable[ ]]",0,0,0
306,460,387,3,Yes -- where?,0,,,0,0,0
307,460,387,3,Press the button labelled HEADLIGHTS.,0,,,0,0,0
308,460,403,3,"Down a narrow street lined with shabby wooden houses, the 8/81 motor-tract coiling like a serpent high above. Children play under the viaduct. Eyes turn to watch you as you pass...",0,,,0,0,0
309,460,387,3,What's ahead?,0,,,0,0,0
310,460,403,3,"The Valley of Dogs -- and before it, a familiar dome, like a ladybug without the colours. The building has a designated parking place for *your* carriage.",0,,"XPPicoSetBool(""XP.kineema_shivers_valley_of_dogs"")--[[ Variable[ ]]",0,0,0
311,460,400,3,This is Precinct 41 -- as close as you have to home now. It's far away...,0,,,0,0,0
312,460,79,3,"The button stays in the dash for a few seconds, then jumps out and... nothing happens.","AudioPlay(plaza/coupris_kineema/kineema-ignition-fail-01,1)",,,0,0,0
313,460,0,0,0,Continue(),,,1,0,0
314,460,78,3,0,Continue(),,,1,0,0
315,460,78,3,0,Continue(),"Variable[""plaza.kineema_interf_wont_start_without_ignition""]",,1,0,0
316,460,78,3,0,Continue(),"(Variable[""plaza.kineema_interf_wont_start_without_ignition""]) == false",,1,0,0
317,460,410,3,The Coupris Kineema cannot be started without an ignition key.,0,,"ReputationGrows(""torque_dork""); SetVariableValue(""plaza.kineema_interf_wont_start_without_ignition"", true) --[[ Variable[ ]]",0,0,0
318,460,387,3,Press HEAT.,0,,,0,0,0
319,460,79,3,The prybar feels nice and cold in your hand. Heavier than you'd think.,0,,"GainItem(""prybar""); SetVariableValue(""plaza.kineema_took_crowbar"", true) --[[ Variable[ ]]",0,0,0
320,460,402,3,Cold and heavy -- like truth. You feel like you're reunited with *truth* once more.,0,,,0,0,0
321,460,79,3,The handles are long and sleek. *Snap-snap* go the cutters in your hand.,0,,"GainItem(""chaincutters""); SetVariableValue(""plaza.kineema_took_chaincutters"", true) --[[ Variable[ ]]",0,0,0
322,460,410,3,"You can do good work with these: cut chains, locks, and ropes -- especially belts...",0,,,0,0,0
323,460,0,0,0,Continue(),,,1,0,0
324,460,0,0,0,Continue(),,,1,0,0
325,460,410,3,Useful for opening all sorts of doors and lids...,0,,,0,0,0
326,460,79,3,"It's robust, weatherproof and well made. Police issue -- blue.",0,,"GainItem(""flashlight""); SetVariableValue(""plaza.kineema_took_flashlight"", true) --[[ Variable[ ]]",0,0,0
327,460,416,3,Let's you see things in the dark you would otherwise miss...,0,,,0,0,0
328,460,78,3,0,Continue(),,,1,0,0
329,460,78,3,0,Continue(),IsKimHere(),,1,0,0
330,460,78,3,0,Continue(),(IsKimHere()) == false,,1,0,0
331,460,78,3,0,Continue(),,,1,0,0
332,460,78,3,0,Continue(),"Variable[""plaza.kineema_kim_said_ok_to_take_tools""]",,1,0,0
333,460,78,3,0,Continue(),"(Variable[""plaza.kineema_kim_said_ok_to_take_tools""]) == false",,1,0,0
334,460,3,78,"""Take what you need, officer. It's going to be a long case. I'm not *protective* of my tools. Like some men are...""",0,,"SetVariableValue(""plaza.kineema_kim_said_ok_to_take_tools"", true) --[[ Variable[ ]]",0,0,0
335,460,395,3,"He's clearly *a little* protective of his tools, but what can you do? Work is work.",0,,,0,0,0
336,460,387,3,How do I turn on the headlights?,0,"IsTaskActive(""TASK.watermark_turn_headlights_on"")--[[ Variable[ ]]",,0,0,1
337,460,392,3,Translation: We're not going anywhere right now.,0,,,0,0,0
338,460,0,0,0,Continue(),,,1,0,0
339,460,387,3,Tap on the fuel pre-heater gauge.,0,"Variable[""TASK.read_the_watermark_done""] == true",,0,0,0
340,460,78,3,0,Continue(),,,1,0,0
341,460,78,3,0,Continue(),"Variable[""TASK.read_the_watermark_done""]",,1,0,0
342,460,78,3,0,Continue(),"(Variable[""TASK.read_the_watermark_done""]) == false",,1,0,0
343,460,78,3,0,Continue(),,,1,0,0
344,460,78,3,0,Continue(),IsKimHere(),,1,0,0
345,460,78,3,0,Continue(),(IsKimHere()) == false,,1,0,0
346,460,79,3,Uhm... When Lieutenant Kitsuragi is here? It's his MC.,0,,,0,0,0
347,460,410,3,You need his key to turn on the engine if you want the foldable lights to pop up.,0,,,0,0,0
348,460,0,0,0,Continue(),,,1,0,0
349,460,387,3,Press ENGINE START.,0,,,0,0,0
350,460,3,78,"""There you go. I'll turn them off from the remote once you're done -- we just need to stand in front of the machine now.""",0,,,0,0,0
351,460,387,3,Look in the suspect transport enclosure.,0,"IsTaskActive(""TASK.help_kim_with_money_plan"")  and  IsKimHere()--[[ Variable[ ]]",,0,0,0
352,460,387,3,"""What do you mean you 'confiscated' them?""",0,,"SetVariableValue(""plaza.kineema_spinners_where"", true) --[[ Variable[ ]]",0,0,0
353,460,3,78,"""A couple weeks ago I stopped a young man for going slower than the speed of traffic. Turns out he was some Coalition official's son -- and high.""",0,,,0,0,0
354,460,387,3,"(Look at Kim.) ""Isn't that *corruption*?""",0,,,0,0,0
355,460,3,78,"""I don't know, is it?"" The lieutenant looks back, stone-faced. ""I was going to take them into evidence, but they weren't necessary for conviction. He never asked for them back.""",0,,,0,0,0
356,460,387,3,"(Look at the spinners.) ""I get it, I would have confiscated them too -- they're mesmerizing.""",0,,,0,0,0
357,460,3,78,"""That they are."" The lieutenant looks at the spinners and sighs. ""I was going to take them into evidence, but they weren't necessary for conviction. He never asked for them back.""",0,,"ReputationGrows(""kim"")",0,0,0
358,460,0,0,0,Continue(),,,1,0,0
359,460,399,3,A vanity he wouldn't mind.,0,,,0,0,0
360,460,387,3,"""Sorry, I can't take them. It wouldn't be right."" (Don't take the spinners.)",0,,,0,0,0
361,460,3,78,"""All right, let's *not* take them now, then come back once we realize we have to -- have this conversation *again* and then take them.""",0,,,0,0,0
362,460,0,0,0,Continue(),,,1,0,0
363,460,411,3,Operating the radio is easy. Just be confident -- you've probably done it a thousand times.,0,,,0,0,0
364,460,79,3,"Inside you see a set of steering levers, a radio-microphone, a pull-out toolbox, and the soft glow of the fuel pre-heater gauge.","AudioPlay(plaza/coupris_kineema/kineema_dooropen,0.5)@0.85;PlayAnimation(Kineema,DoorOpen);PlayAnimation(Tequila Sunset,KineemaDoorOpen);HideActualHeld();",,,0,0,0
365,460,387,3,"""So you took his spinners?""",0,,,0,0,0
366,460,3,78,"""Mhm,"" he nods. ""I took them *and* arrested him for driving under the influence.""",0,,,0,0,0
367,460,390,3,Sounds likely.,0,,,0,0,0
368,460,78,3,0,Continue(),,,1,0,0
369,460,78,3,0,Continue(),"Variable[""plaza.kineema_intro_done""]",,1,0,0
370,460,78,3,0,Continue(),"(Variable[""plaza.kineema_intro_done""]) == false",,1,0,0
371,460,79,3,"In the cabin you see a set of steering levers, a radio on a hook, a pull-out toolbox and the soft glow of the fuel pre-heater gauge.",0,,,0,0,0
372,460,78,3,0,Continue(),,,1,0,0
373,460,78,3,0,Continue(),IsKimHere(),,1,0,0
374,460,78,3,0,Continue(),(IsKimHere()) == false,,1,0,0
375,460,400,3,Damn it -- the lieutenant had the number and he's not here.,0,,,0,0,0
376,460,78,3,"""This is Precinct 57. Can I connect you to someone?"" The voice on the shortwave repeats.",0,,,0,0,0
377,460,387,3,"""Please connect me to Sylvie again.""",0,"Variable[""plaza.kineema_sylvie_hub""]  and  Variable[""TASK.who_was_caller""]",,0,0,0
378,460,80,3,"""Yes, hello."" You recognize her voice.",0,,,0,0,0
379,460,78,3,"""Sylvie Malaìika on the line for you, officer.""",0,,,0,0,0
380,460,0,0,0,Continue(),,,1,0,0
381,460,78,3,"""...""",0,,,0,0,0
382,460,78,3,"""...""",0,,,0,0,0
383,460,78,3,"""Just a second, officer...""",0,,,0,0,0
384,460,78,3,"""...""",0,,,0,0,0
385,460,78,3,"""Officer,"" she finally returns. ""I have Sylvie Malaìika on the line for you.""",0,,"SetVariableValue(""plaza.kineema_know_sylvie_full_name"", true) --[[ Variable[ ]]",0,0,0
386,460,78,3,"""...""",0,,,0,0,0
387,460,3,78,"""Give it a minute, she might be busy at the moment... takes a bit to get to the phone.""",0,,,0,0,0
388,460,397,3,Just wait. Relax.,0,,"SetVariableValue(""plaza.kineema_volition_concentrate"", true) --[[ Variable[ ]]",0,0,0
389,460,399,3,What is *wrong* with you? Why did you ask to be connected to her? Who *does* that?! Act professional now.,0,,,0,0,0
390,460,78,3,"""...""",0,,,0,0,0
391,460,78,3,"""...""",0,,,0,0,0
392,460,387,3,"""Alice this is Firewalker. Re-connect me to the 41st.""",0,"Variable[""plaza.kineema_57th_hub""] == true  and  (Variable[""plaza.kineema_firewalker_out""]  or  Variable[""plaza.kineema_i_am_firewalker""])",,0,0,0
393,460,387,3,"""Alice, please connect me to the 41st again.""",0,"Variable[""plaza.kineema_57th_hub""] == true  and  Variable[""plaza.kineema_firewalker_out""] == false  and  Variable[""plaza.kineema_i_am_firewalker""] == false",,0,0,0
394,460,0,0,0,Continue(),,,1,0,0
395,460,398,3,Alternative translation: Don't even *think* you can drive my MC.,0,,,0,0,0
396,460,3,78,"""A motorized vehicle, officer. I'm sure you are familiar with the concept. We've had these for nearly a century.""",0,,,0,0,0
397,460,410,3,"Honestly, that sounds like an *amazing* physics demonstration.",0,,,0,0,0
398,460,387,3,"""Um.... did you want to put these spinners on your machine?"" (Point at Kineema.)",0,"Variable[""plaza.kineema_spinners_where""]",,0,0,0
399,460,3,78,"""No, no. That would be silly. I just..."" He hesitates. ""I don't know why I kept them. It doesn't matter. I couldn't put them on this MC anyway. A cop with spinners -- that would be outrageous.""",0,,,0,0,0
400,460,0,0,0,0,,,1,0,0
401,460,387,3,"""Yes. Too wacky.""",0,,,0,0,0
402,460,387,3,"""Yes. Outrageously cool.""",0,,,0,0,0
403,460,387,3,"""I'm sorry you have to sell them because of me.""",0,,"ReputationGrows(""kim"");
ReputationGrows(""sorry_cop"")",0,0,0
404,460,3,78,"He flashes a smile, barely visible in the dark.",0,,,0,0,0
405,460,387,3,"""It's only right that we sell them.""",0,,,0,0,0
406,460,3,78,"""Exactly.""",0,,,0,0,0
407,460,387,3,Say nothing.,0,,,0,0,0
408,460,3,78,"""As I said, they're useless anyway. I should have remembered I have these earlier...""",0,,,0,0,0
409,460,3,78,"""Don't make your unpaid hostel bill a *moral boon*, officer. It won't stick.""",0,,,0,0,0
410,460,392,3,Shot down. I've nothing to add.,0,,DamageVolition(1),0,0,0
411,460,400,3,But thank you.,0,,,0,0,0
412,460,3,78,The spinners shine so bright they reflect on the lieutenant's glasses. He doesn't say anything either.,0,,,0,0,0
413,460,0,0,0,Continue(),,,1,0,0
414,460,0,0,0,Continue(),,,1,0,0
415,460,387,3,Pick up the radio again.,"AudioPlay(plaza/coupris_kineema/kineema-radiovilka-02,1)","Variable[""plaza.kinema_made_it_to_radio_hub""] == true",,0,0,0
416,460,387,3,Just nod.,0,,,0,0,0
417,460,3,78,"He turns the pre-heater on, waits, takes out his keys and says: ""All right. Ready. I turn, you press START -- it's next to the pre-heater.""",0,,,0,0,0
418,460,397,3,*You* told him to do that stupid thing...,0,,,0,0,0
419,460,0,0,0,Continue(),,,1,0,0
420,460,387,3,"""Isn't that dangerous?""",0,,,0,0,0
421,460,387,3,"""Okay."" (Turn off the radio.)",0,,,0,0,0
422,460,3,78,"""No more dangerous than stepping between three armed mercenaries and eight Union men, I hope."" He glances over his shoulder.",0,,,0,0,0
423,460,3,78,"""I don't like it either, but that's the way it is. The streets seem safe enough to me. If anything, taking out the mercs made things calmer. For now..."" He flicks off the radio. Silence.",0,,"XPPicoSetBool(""XP.kineema_radio_over"")--[[ Variable[ ]]",0,0,0
424,460,406,3,They're shutting you up. Silencing you. Don't fucking drop your guard.,0,,,0,0,0
425,460,414,3,"Everything sounds okay. No drumbeat of total war yet. If anything, everything sounds *too* okay...",0,,,0,0,0
426,460,0,0,0,Continue(),,,1,0,0
427,460,79,3,Silence.,0,,"XPPicoSetBool(""XP.kineema_radio_over"")--[[ Variable[ ]]",0,0,0
428,460,79,3,Something is wrong. Only static hisses through the speaker.,0,,,0,0,0
